id	pos	p1	ihh12
6728	1998213	0.21	0.0130613
6729	1998291	0.018	0.0130728
6730	1998709	0.208	0.0131372
6731	1998909	0.002	0.0145617
6732	1999288	0.044	0.0138411
6733	1999622	0.02	0.0138077
6734	1999857	0.614	0.0126309
6735	2000349	0.002	0.0128752
6736	2001223	0.036	0.0109951
6737	2001234	0.024	0.011033
6738	2001390	0.18	0.0103781
6739	2001533	0.004	0.0114479
6740	2001953	0.202	0.0110926
6741	2002392	0.044	0.011029
6742	2002637	0.202	0.0111303
6743	2002854	0.002	0.0112114
6744	2002903	0.782	0.0111017
6745	2003146	0.004	0.0118392
6746	2003222	0.578	0.0106141
6747	2003845	0.002	0.0117943
6748	2004267	0.166	0.00999538
6749	2004549	0.01	0.0109786
6750	2005142	0.07	0.0107416
6751	2005321	0.126	0.0107388
6752	2005350	0.002	0.0107376
6753	2005356	0.128	0.0107444
6754	2006051	0.002	0.0113899
6755	2006058	0.196	0.0109235
6756	2006282	0.002	0.0113522
6757	2006590	0.002	0.0113664
6758	2006695	0.004	0.01138
6759	2006698	0.01	0.0114049
6760	2006805	0.006	0.0117307
6761	2007062	0.034	0.0115589
6762	2007591	0.018	0.0114598
6763	2008005	0.034	0.0115629
6764	2008284	0.008	0.0117412
6765	2008688	0.002	0.0118513
6766	2008984	0.072	0.0115257
6767	2009420	0.002	0.0116254
6768	2009468	0.236	0.0109301
6769	2010068	0.126	0.0118158
6770	2010716	0.17	0.0116686
6771	2011129	0.002	0.0117488
6772	2011405	0.01	0.0113775
6773	2011546	0.414	0.00928256
6774	2011689	0.006	0.0101142
6775	2011717	0.064	0.00958454
6776	2012008	0.83	0.00952716
6777	2012289	0.018	0.00951842
6778	2012467	0.83	0.00955938
6779	2012582	0.002	0.00973532
6780	2012811	0.216	0.008876
6781	2013155	0.022	0.00916434
6782	2013277	0.038	0.0088137
6783	2013464	0.184	0.00959947
6784	2013752	0.116	0.00974396
6785	2014840	0.158	0.00932858
6786	2014857	0.796	0.00944833
6787	2014873	0.796	0.00944833
6788	2014987	0.044	0.0092617
6789	2015226	0.204	0.00931208
6790	2015229	0.096	0.00895235
6791	2015586	0.008	0.00989026
6792	2016255	0.058	0.00990565
6793	2016602	0.154	0.0098438
6794	2016710	0.004	0.0110802
6795	2017033	0.6	0.0102852
6796	2017781	0.002	0.0109793
6797	2018180	0.004	0.0109865
6798	2018329	0.196	0.0104869
6799	2018375	0.21	0.0104896
6800	2018868	0.044	0.0109501
6801	2019294	0.012	0.0120426
6802	2019632	0.014	0.0122873
6803	2020290	0.204	0.0110989
6804	2020932	0.244	0.0109812
6805	2021074	0.08	0.0116877
6806	2021170	0.154	0.0115618
6807	2021451	0.002	0.0124409
6808	2021488	0.008	0.0124083
6809	2022143	0.004	0.0124696
6810	2022244	0.196	0.0119679
6811	2022722	0.04	0.011761
6812	2023018	0.194	0.0121231
6813	2023321	0.008	0.0125179
6814	2023418	0.012	0.012512
6815	2023506	0.012	0.012512
6816	2023520	0.008	0.0125321
6817	2024221	0.068	0.0123812
6818	2024808	0.004	0.0127612
6819	2024826	0.012	0.0126567
6820	2025092	0.002	0.0126836
6821	2025545	0.002	0.0127028
6822	2026195	0.032	0.0123085
6823	2026243	0.188	0.0116544
6824	2026436	0.006	0.0118158
6825	2026608	0.202	0.0110013
6826	2026648	0.002	0.0115728
6827	2026903	0.004	0.0115622
6828	2026916	0.266	0.0105369
6829	2027578	0.188	0.0112347
6830	2027691	0.006	0.012526
6831	2028378	0.002	0.0125209
6832	2028821	0.002	0.0125014
6833	2028916	0.016	0.0123212
6834	2029159	0.708	0.011804
6835	2029582	0.014	0.0118515
6836	2029765	0.136	0.0112182
6837	2030105	0.196	0.0112193
6838	2030116	0.012	0.0115636
6839	2030169	0.024	0.0114961
6840	2030183	0.004	0.011592
6841	2030230	0.002	0.011608
6842	2030322	0.016	0.0114762
6843	2030597	0.292	0.0114518
6844	2030661	0.036	0.012131
6845	2030682	0.002	0.0122862
6846	2031843	0.01	0.0121368
6847	2032393	0.136	0.0121958
6848	2033166	0.246	0.011444
6849	2033522	0.258	0.0126399
6850	2033686	0.008	0.0145127
6851	2034051	0.006	0.0146503
6852	2034391	0.13	0.0144195
6853	2035646	0.036	0.0145998
6854	2036022	0.024	0.0144674
6855	2036024	0.022	0.0142663
6856	2036320	0.016	0.0144187
6857	2037556	0.06	0.0147663
6858	2037724	0.002	0.0148818
6859	2038037	0.004	0.0148757
6860	2038125	0.008	0.014829
6861	2038830	0.034	0.0139499
6862	2038885	0.036	0.014378
6863	2039531	0.14	0.0142022
6864	2040115	0.004	0.0148932
6865	2040275	0.016	0.0147759
6866	2040919	0.048	0.0143695
6867	2040946	0.006	0.0144243
6868	2041021	0.008	0.0146216
6869	2041473	0.002	0.0147138
6870	2041682	0.002	0.0147191
6871	2042332	0.024	0.0145739
6872	2042340	0.24	0.0132835
6873	2042383	0.008	0.0142299
6874	2042620	0.024	0.0141166
6875	2043360	0.008	0.014371
6876	2043766	0.054	0.0140365
6877	2043793	0.032	0.0143267
6878	2044148	0.314	0.0123483
6879	2044743	0.002	0.0124599
6880	2045126	0.04	0.0122936
6881	2045604	0.224	0.0121902
6882	2045618	0.01	0.0118748
6883	2045815	0.224	0.0119965
6884	2046234	0.004	0.0121416
6885	2046316	0.356	0.010846
6886	2046619	0.644	0.010846
6887	2047258	0.236	0.00967717
6888	2047434	0.044	0.00985003
6889	2047554	0.004	0.00984377
6890	2047839	0.08	0.00972199
6891	2048092	0.092	0.00861283
6892	2048101	0.044	0.00891404
6893	2048255	0.08	0.0089016
6894	2048271	0.652	0.00867654
6895	2048332	0.064	0.00772303
6896	2048346	0.224	0.00831008
6897	2048375	0.044	0.00884266
6898	2048379	0.268	0.00809413
6899	2048448	0.044	0.00846742
6900	2048815	0.002	0.008556
6901	2049061	0.032	0.00855447
6902	2049097	0.078	0.00854986
6903	2049169	0.008	0.00912028
6904	2049429	0.012	0.00914783
6905	2049844	0.006	0.0092697
6906	2050081	0.002	0.00936531
6907	2050174	0.874	0.00923102
6908	2050250	0.224	0.0094417
6909	2050664	0.002	0.010362
6910	2051257	0.318	0.00977412
6911	2051327	0.046	0.00980577
6912	2052199	0.002	0.00989786
6913	2052280	0.052	0.00895553
6914	2052625	0.342	0.00912862
6915	2052872	0.012	0.00911917
6916	2052982	0.002	0.00916905
6917	2053402	0.042	0.00841063
6918	2053406	0.024	0.00844112
6919	2053622	0.214	0.00732692
6920	2053661	0.658	0.00847074
6921	2053826	0.02	0.00851254
6922	2054373	0.272	0.0086966
6923	2054427	0.236	0.00853316
6924	2054539	0.002	0.00876555
6925	2054660	0.174	0.00820411
6926	2054810	0.024	0.00932965
6927	2054895	0.002	0.00935406
6928	2054939	0.272	0.00929667
6929	2055481	0.028	0.00924
6930	2056002	0.016	0.0094505
6931	2056039	0.22	0.0093393
6932	2056077	0.002	0.00932595
6933	2056090	0.22	0.00937561
6934	2057148	0.756	0.0102381
6935	2057475	0.738	0.0101977
6936	2057922	0.238	0.01034
6937	2058083	0.018	0.0103124
6938	2058863	0.206	0.0101326
6939	2059581	0.006	0.010243
6940	2059737	0.25	0.0101039
6941	2060112	0.012	0.0101778
6942	2060613	0.068	0.00955062
6943	2061026	0.01	0.0098196
6944	2061411	0.246	0.0097588
6945	2061447	0.022	0.0093061
6946	2061861	0.002	0.00951208
6947	2061972	0.732	0.00940014
6948	2062317	0.732	0.00940014
6949	2062339	0.202	0.00725695
6950	2062838	0.222	0.00662703
6951	2062849	0.002	0.006982
6952	2062874	0.03	0.00691133
6953	2063210	0.012	0.00687879
6954	2063240	0.732	0.00681549
6955	2063353	0.238	0.00685191
6956	2063369	0.214	0.00668929
6957	2064182	0.228	0.00759265
6958	2064437	0.008	0.00793749
6959	2064528	0.066	0.00773529
6960	2064620	0.004	0.00844855
6961	2064791	0.222	0.00806257
6962	2065155	0.036	0.00904749
6963	2065799	0.788	0.008856
6964	2065911	0.024	0.00848177
6965	2065985	0.788	0.00856861
6966	2066348	0.964	0.00900911
6967	2066789	0.002	0.0091297
6968	2067016	0.136	0.00853216
6969	2067243	0.002	0.0094486
6970	2067677	0.042	0.00882222
6971	2068661	0.004	0.00922147
6972	2068705	0.008	0.00940128
6973	2068754	0.008	0.00940128
6974	2068972	0.184	0.0091532
6975	2069204	0.018	0.00931357
6976	2069447	0.094	0.00897949
6977	2069490	0.004	0.00882053
6978	2069545	0.002	0.00883607
6979	2069571	0.906	0.00886101
6980	2069790	0.208	0.00808444
6981	2070271	0.176	0.0089405
6982	2070323	0.004	0.00898633
6983	2070776	0.168	0.00888831
6984	2070798	0.162	0.00894521
6985	2070840	0.004	0.00907846
6986	2071003	0.172	0.00913739
6987	2071472	0.048	0.00969634
6988	2071562	0.006	0.0101425
6989	2071882	0.014	0.00994743
6990	2072350	0.006	0.00993958
6991	2072648	0.004	0.00992515
6992	2072797	0.04	0.00956603
6993	2072828	0.014	0.00959591
6994	2073242	0.046	0.0092871
6995	2073302	0.018	0.00935387
6996	2073346	0.244	0.00902423
6997	2073516	0.026	0.00974289
6998	2073866	0.024	0.00968709
6999	2074054	0.01	0.00977077
7000	2074489	0.002	0.00978809
7001	2074973	0.068	0.00910806
7002	2075407	0.186	0.00871285
7003	2075817	0.154	0.00946771
7004	2076346	0.038	0.00918318
7005	2076583	0.03	0.00891465
7006	2076594	0.048	0.00877376
7007	2076618	0.002	0.00982465
7008	2076685	0.012	0.0097669
7009	2076986	0.05	0.00959659
7010	2077197	0.048	0.00960181
7011	2077531	0.168	0.00984194
7012	2079029	0.032	0.00964569
7013	2079206	0.168	0.00969403
7014	2079259	0.194	0.00837465
7015	2079327	0.042	0.00902688
7016	2079392	0.004	0.0100885
7017	2079469	0.092	0.0099939
7018	2079510	0.004	0.0101116
7019	2079718	0.006	0.0100866
7020	2080088	0.078	0.0100751
7021	2080540	0.002	0.0108708
7022	2080549	0.036	0.0104607
7023	2080559	0.232	0.00958561
7024	2080688	0.012	0.0107602
7025	2080689	0.004	0.0108084
7026	2081105	0.092	0.0106974
7027	2081254	0.002	0.0111124
7028	2081563	0.032	0.0110532
7029	2082075	0.036	0.0110167
7030	2082994	0.032	0.0118712
7031	2083019	0.018	0.0124643
7032	2083162	0.002	0.0127042
7033	2083246	0.036	0.0124807
7034	2083365	0.108	0.012104
7035	2083495	0.082	0.0113736
7036	2084268	0.108	0.0119807
7037	2084754	0.002	0.0129997
7038	2084864	0.008	0.0129846
7039	2085174	0.024	0.013007
7040	2085372	0.004	0.0129546
7041	2085494	0.97	0.0130365
7042	2085534	0.024	0.0130646
7043	2085883	0.004	0.0131278
7044	2086451	0.092	0.0127298
7045	2087010	0.002	0.0127813
7046	2087044	0.042	0.0123799
7047	2087527	0.01	0.0123888
7048	2087629	0.018	0.012233
7049	2087720	0.038	0.011763
7050	2088091	0.026	0.0122688
7051	2088207	0.092	0.0125023
7052	2088358	0.006	0.0124747
7053	2088512	0.092	0.0124763
7054	2088558	0.092	0.0124763
7055	2088640	0.036	0.0123681
7056	2089026	0.002	0.0123502
7057	2089198	0.002	0.0123471
7058	2089267	0.036	0.0123553
7059	2089378	0.002	0.0125322
7060	2089756	0.092	0.0124955
7061	2089839	0.022	0.0134734
7062	2090550	0.002	0.0135997
7063	2090731	0.166	0.0125156
7064	2091009	0.002	0.0127044
7065	2091585	0.068	0.0123773
7066	2091803	0.006	0.0125611
7067	2091907	0.162	0.0124599
7068	2091910	0.002	0.0128444
7069	2092861	0.008	0.0128387
7070	2092878	0.03	0.0127505
7071	2093530	0.528	0.0114503
7072	2093590	0.03	0.0118348
7073	2093899	0.002	0.0118594
7074	2094458	0.074	0.0113468
7075	2094481	0.006	0.0114561
7076	2094575	0.326	0.00902384
7077	2094947	0.038	0.0105454
7078	2094974	0.238	0.0101088
7079	2095025	0.006	0.0102735
7080	2095360	0.01	0.0101829
7081	2095382	0.004	0.010304
7082	2095831	0.018	0.0102114
7083	2095994	0.312	0.0101798
7084	2096107	0.002	0.0101748
7085	2096709	0.002	0.010182
7086	2096938	0.576	0.00986893
7087	2096955	0.688	0.010302
7088	2096967	0.004	0.0103326
7089	2097048	0.004	0.0102937
7090	2097502	0.238	0.0101183
7091	2097594	0.312	0.0101884
7092	2098139	0.018	0.0102043
7093	2098423	0.242	0.0102225
7094	2098973	0.678	0.0102335
7095	2099127	0.008	0.0101441
7096	2099365	0.322	0.0101647
7097	2099629	0.158	0.00885856
7098	2099635	0.07	0.00916916
7099	2099796	0.678	0.00917135
7100	2100049	0.008	0.00916162
7101	2100091	0.07	0.00932829
7102	2100337	0.684	0.00925836
7103	2100386	0.408	0.00829066
7104	2100517	0.004	0.00936409
7105	2100543	0.008	0.00938311
7106	2100635	0.684	0.00940407
7107	2100689	0.316	0.00940407
7108	2101239	0.078	0.00888015
7109	2101250	0.04	0.00927967
7110	2101257	0.246	0.00922659
7111	2101433	0.684	0.00922568
7112	2101654	0.246	0.00928299
7113	2102048	0.002	0.0092853
7114	2102316	0.684	0.00926337
7115	2102411	0.006	0.00928434
7116	2102600	0.07	0.00922901
7117	2102639	0.004	0.00915334
7118	2102717	0.07	0.00916554
7119	2102774	0.684	0.00928125
7120	2103216	0.684	0.00928125
7121	2103267	0.006	0.00926556
7122	2103333	0.092	0.00804744
7123	2103745	0.018	0.00792484
7124	2103938	0.092	0.00806922
7125	2103967	0.15	0.00747143
7126	2104048	0.39	0.00765963
7127	2104090	0.002	0.00770147
7128	2104164	0.32	0.00757893
7129	2104277	0.036	0.00763961
7130	2104536	0.062	0.00663063
7131	2104590	0.4	0.00752933
7132	2104822	0.312	0.00705867
7133	2104918	0.012	0.00777628
7134	2105128	0.414	0.00768803
7135	2105350	0.01	0.00921393
7136	2105411	0.012	0.00925798
7137	2105634	0.026	0.00921861
7138	2106269	0.116	0.00896928
7139	2106285	0.184	0.00794147
7140	2106390	0.002	0.00972362
7141	2106882	0.036	0.00965838
7142	2106923	0.708	0.00936148
7143	2106932	0.002	0.00938397
7144	2107008	0.026	0.00934501
7145	2107068	0.042	0.00927275
7146	2107571	0.292	0.00993047
7147	2107720	0.292	0.00993047
7148	2107883	0.012	0.00993094
7149	2108065	0.116	0.00979835
7150	2108202	0.292	0.00990046
7151	2108205	0.292	0.00990046
7152	2108618	0.036	0.00973607
7153	2108707	0.298	0.00995238
7154	2108729	0.038	0.00976941
7155	2108958	0.01	0.00976985
7156	2109008	0.182	0.00965741
7157	2109083	0.298	0.00996331
7158	2109132	0.702	0.00996331
7159	2109259	0.614	0.00966532
7160	2109286	0.298	0.0102251
7161	2109548	0.026	0.0101742
7162	2109656	0.03	0.00978148
7163	2109743	0.298	0.010197
7164	2110148	0.002	0.0102375
7165	2110190	0.286	0.0101042
7166	2110783	0.286	0.0101042
7167	2111128	0.128	0.0099597
7168	2111173	0.002	0.0105932
7169	2111424	0.008	0.0105136
7170	2111556	0.002	0.0104204
7171	2111561	0.002	0.0103901
7172	2111677	0.002	0.0104396
7173	2111734	0.116	0.0103377
7174	2112382	0.01	0.0114208
7175	2112472	0.092	0.0111558
7176	2112637	0.01	0.0116978
7177	2112807	0.01	0.0118375
7178	2113223	0.024	0.0116466
7179	2113658	0.002	0.0121491
7180	2114163	0.02	0.0120948
7181	2114410	0.06	0.011497
7182	2114469	0.014	0.0120445
7183	2114513	0.036	0.0119632
7184	2114760	0.004	0.01246
7185	2115610	0.322	0.0121226
7186	2116093	0.032	0.0118963
7187	2117257	0.006	0.012084
7188	2117287	0.002	0.0121083
7189	2117425	0.002	0.0121188
7190	2118001	0.33	0.0119453
7191	2118939	0.276	0.0113447
7192	2118958	0.002	0.0121681
7193	2119739	0.022	0.0118425
7194	2120079	0.002	0.0120809
7195	2120372	0.006	0.0119745
7196	2120661	0.054	0.0119692
7197	2120752	0.002	0.0121743
7198	2120872	0.048	0.0116838
7199	2120903	0.002	0.0118301
7200	2121130	0.084	0.0104302
7201	2121173	0.664	0.00854505
7202	2121409	0.002	0.00863385
7203	2121800	0.356	0.00847681
7204	2122039	0.002	0.00852157
7205	2122253	0.01	0.00843073
7206	2123204	0.042	0.0082641
7207	2123278	0.138	0.00748869
7208	2123281	0.24	0.00735574
7209	2123294	0.356	0.0070263
7210	2123471	0.24	0.00710593
7211	2123681	0.068	0.00711146
7212	2123712	0.41	0.00727113
7213	2124112	0.234	0.00762453
7214	2124489	0.09	0.00749635
7215	2125316	0.75	0.00692849
7216	2125893	0.012	0.00694811
7217	2125929	0.134	0.00657674
7218	2126082	0.006	0.00694615
7219	2126305	0.002	0.00696955
7220	2126454	0.584	0.00646958
7221	2126464	0.206	0.00693061
7222	2126693	0.004	0.00701392
7223	2126819	0.494	0.00683807
7224	2127429	0.248	0.00673321
7225	2127574	0.508	0.00728981
7226	2127656	0.002	0.00724365
7227	2127664	0.09	0.00717982
7228	2127760	0.508	0.00804147
7229	2128708	0.424	0.00784281
7230	2128715	0.014	0.00800484
7231	2128816	0.12	0.00659855
7232	2129672	0.008	0.00706475
7233	2129693	0.026	0.00702342
7234	2129695	0.032	0.00713054
7235	2129759	0.424	0.00713948
7236	2130061	0.026	0.00677162
7237	2130298	0.118	0.00668994
7238	2130430	0.458	0.006642
7239	2130703	0.346	0.00620875
7240	2130740	0.424	0.00627662
7241	2131018	0.118	0.00768982
7242	2131424	0.062	0.00815975
7243	2131654	0.002	0.00859515
7244	2131794	0.154	0.00780149
7245	2132337	0.006	0.00959449
7246	2132462	0.006	0.00965983
7247	2132468	0.628	0.00888546
7248	2132745	0.008	0.00921455
7249	2133040	0.044	0.0087244
7250	2133119	0.628	0.00917598
7251	2134069	0.144	0.00877177
7252	2134116	0.012	0.00940078
7253	2134555	0.628	0.0092868
7254	2134859	0.002	0.0101458
7255	2134924	0.41	0.00985998
7256	2135311	0.006	0.0102644
7257	2135622	0.006	0.0102644
7258	2135734	0.004	0.0103416
7259	2135771	0.012	0.0103745
7260	2136117	0.02	0.0102201
7261	2136124	0.118	0.00982262
7262	2136414	0.87	0.00985384
7263	2136633	0.012	0.0100414
7264	2136836	0.076	0.00981117
7265	2137309	0.002	0.0106217
7266	2137628	0.31	0.010164
7267	2137947	0.002	0.0102927
7268	2138371	0.56	0.0100496
7269	2138923	0.004	0.0106249
7270	2138988	0.87	0.0104826
7271	2139261	0.002	0.0110087
7272	2140254	0.002	0.0109968
7273	2140547	0.074	0.0100224
7274	2140785	0.018	0.0101761
7275	2141308	0.004	0.0102097
7276	2141475	0.012	0.0101851
7277	2142045	0.426	0.00967692
7278	2142453	0.012	0.010137
7279	2142548	0.008	0.0101624
7280	2142755	0.048	0.00940657
7281	2143086	0.004	0.0093868
7282	2143335	0.102	0.00894792
7283	2143731	0.06	0.00864468
7284	2143779	0.048	0.00859674
7285	2143929	0.002	0.00890653
7286	2143987	0.062	0.00816424
7287	2144046	0.06	0.00874126
7288	2144422	0.2	0.00707817
7289	2144440	0.036	0.00797426
7290	2145089	0.018	0.00833411
7291	2145122	0.94	0.00837588
7292	2145169	0.008	0.00820473
7293	2145246	0.06	0.00846596
7294	2145414	0.06	0.00846596
7295	2146030	0.008	0.0085033
7296	2146056	0.646	0.00797365
7297	2146466	0.598	0.00827448
7298	2147142	0.094	0.00847566
7299	2147626	0.002	0.00967237
7300	2147630	0.772	0.00881323
7301	2147848	0.772	0.00881323
7302	2147879	0.008	0.00881329
7303	2147959	0.088	0.00802213
7304	2148159	0.772	0.00812596
7305	2148336	0.098	0.00827691
7306	2148400	0.098	0.00827691
7307	2148686	0.002	0.00862974
7308	2148718	0.034	0.00849249
7309	2148923	0.01	0.00872553
7310	2149172	0.018	0.00879079
7311	2149752	0.002	0.00886946
7312	2149818	0.252	0.00867558
7313	2150227	0.092	0.00747799
7314	2150730	0.252	0.00816289
7315	2150840	0.756	0.00821308
7316	2151021	0.244	0.00821308
7317	2151150	0.244	0.00821308
7318	2151355	0.002	0.00880247
7319	2151404	0.024	0.0086874
7320	2152292	0.062	0.00832554
7321	2152342	0.818	0.00789583
7322	2152391	0.004	0.00791374
7323	2152933	0.02	0.00785916
7324	2152934	0.024	0.00750902
7325	2153203	0.018	0.00759747
7326	2153264	0.162	0.00766226
7327	2153343	0.002	0.00780009
7328	2153419	0.018	0.00776901
7329	2153572	0.002	0.00776512
7330	2154250	0.278	0.00656675
7331	2154264	0.03	0.00739409
7332	2154416	0.648	0.00608559
7333	2154556	0.82	0.00654485
7334	2154703	0.82	0.00654485
7335	2154733	0.032	0.00626318
7336	2154950	0.18	0.00638612
7337	2155090	0.128	0.00600162
7338	2155099	0.018	0.00606661
7339	2155224	0.018	0.00606134
7340	2155241	0.088	0.00607791
7341	2155369	0.048	0.00648582
7342	2155399	0.072	0.00711228
7343	2155527	0.072	0.00711228
7344	2155803	0.006	0.00757882
7345	2155829	0.002	0.00763392
7346	2156384	0.2	0.00751735
7347	2156477	0.026	0.00758141
7348	2156720	0.002	0.00795135
7349	2157063	0.24	0.0078559
7350	2157204	0.004	0.00778415
7351	2157324	0.018	0.00776252
7352	2158039	0.24	0.00789086
7353	2158354	0.24	0.00789086
7354	2158435	0.064	0.00804951
7355	2158649	0.008	0.00807457
7356	2158650	0.004	0.00807151
7357	2158772	0.012	0.00797738
7358	2158912	0.004	0.00804868
7359	2159006	0.022	0.0079019
7360	2159366	0.002	0.008072
7361	2159689	0.064	0.00806058
7362	2159926	0.064	0.00806058
7363	2160004	0.04	0.00783267
7364	2160503	0.064	0.00798807
7365	2160757	0.304	0.00750221
7366	2160782	0.108	0.00672369
7367	2161072	0.002	0.00676339
7368	2161229	0.004	0.00681514
7369	2161232	0.59	0.00679186
7370	2161814	0.304	0.00711319
7371	2161914	0.036	0.00730716
7372	2162073	0.082	0.00681873
7373	2162130	0.116	0.00602512
7374	2162290	0.018	0.00686254
7375	2162482	0.034	0.0068886
7376	2162866	0.04	0.00689999
7377	2163155	0.012	0.00665112
7378	2163235	0.082	0.00669517
7379	2163297	0.002	0.00710299
7380	2163373	0.744	0.0068145
7381	2163533	0.014	0.00743911
7382	2163610	0.022	0.00743961
7383	2163700	0.004	0.00769205
7384	2163903	0.004	0.00771667
7385	2164141	0.002	0.00776642
7386	2164205	0.012	0.00768663
7387	2164299	0.516	0.00705755
7388	2164314	0.018	0.00721066
7389	2164603	0.002	0.00725076
7390	2165085	0.004	0.00725113
7391	2165436	0.006	0.00731208
7392	2165571	0.054	0.00660629
7393	2165713	0.018	0.00671719
7394	2165978	0.002	0.00672794
7395	2166140	0.118	0.00592329
7396	2166147	0.546	0.00608545
7397	2166265	0.26	0.00690307
7398	2166734	0.058	0.00718652
7399	2166960	0.006	0.00717111
7400	2167263	0.01	0.00711393
7401	2167451	0.058	0.00714727
7402	2167602	0.812	0.00709691
7403	2167673	0.024	0.0075882
7404	2167802	0.082	0.00746507
7405	2167994	0.002	0.0083577
7406	2168023	0.022	0.00830471
7407	2168585	0.042	0.00837662
7408	2168748	0.018	0.00868204
7409	2168928	0.002	0.00885264
7410	2169456	0.232	0.00805701
7411	2169543	0.034	0.00940697
7412	2169904	0.004	0.00977251
7413	2170010	0.066	0.0095917
7414	2170130	0.018	0.010205
7415	2170742	0.002	0.0103241
7416	2171248	0.002	0.01033
7417	2171720	0.002	0.0103213
7418	2172070	0.746	0.00958179
7419	2172202	0.058	0.00959401
7420	2172797	0.006	0.00990935
7421	2173546	0.024	0.00968386
7422	2174183	0.024	0.00967504
7423	2174345	0.764	0.00958654
7424	2175020	0.05	0.0101739
7425	2175229	0.022	0.010104
7426	2175353	0.006	0.0100993
7427	2175359	0.03	0.00982222
7428	2176190	0.022	0.00995387
7429	2176400	0.064	0.00953989
7430	2176446	0.002	0.00996214
7431	2176536	0.012	0.00992545
7432	2176881	0.002	0.00995461
7433	2177033	0.018	0.00974876
7434	2177220	0.052	0.00916267
7435	2177343	0.666	0.00848929
7436	2177425	0.334	0.00848929
7437	2177566	0.334	0.00848929
7438	2177593	0.06	0.00808554
7439	2177706	0.002	0.00824488
7440	2178098	0.666	0.00824603
7441	2178116	0.08	0.00794813
7442	2178386	0.018	0.00846176
7443	2178531	0.324	0.00830826
7444	2178583	0.052	0.00835255
7445	2178629	0.354	0.00725418
7446	2178929	0.024	0.0078595
7447	2179067	0.298	0.00781712
7448	2179182	0.002	0.00816875
7449	2179323	0.008	0.00807283
7450	2179651	0.022	0.00788851
7451	2179807	0.412	0.00746988
7452	2179989	0.012	0.00929053
7453	2180421	0.028	0.00929455
7454	2180461	0.004	0.0094187
7455	2180754	0.334	0.00866964
7456	2180938	0.064	0.00965593
7457	2181150	0.004	0.0100032
7458	2181228	0.002	0.0100929
7459	2181547	0.008	0.00999974
7460	2182011	0.586	0.00968083
7461	2182311	0.432	0.00987099
7462	2182498	0.024	0.00984499
7463	2183221	0.002	0.0101082
7464	2183319	0.024	0.00998753
7465	2183343	0.026	0.00985627
7466	2183579	0.06	0.00981778
7467	2184581	0.502	0.0103104
7468	2185026	0.08	0.00980585
7469	2185073	0.502	0.0101791
7470	2185513	0.232	0.00929073
7471	2185578	0.016	0.0103327
7472	2185741	0.016	0.0103327
7473	2185909	0.002	0.010456
7474	2186018	0.004	0.0104645
7475	2186043	0.012	0.0102969
7476	2186119	0.5	0.010336
7477	2186217	0.002	0.0103927
7478	2186552	0.496	0.010375
7479	2186995	0.528	0.0102863
7480	2187189	0.02	0.0108505
7481	2187367	0.008	0.0107227
7482	2187979	0.024	0.0107613
7483	2188463	0.02	0.0108411
7484	2188863	0.018	0.0106727
7485	2189294	0.016	0.0108358
7486	2189354	0.212	0.01036
7487	2189880	0.212	0.01036
7488	2190313	0.002	0.011401
7489	2190913	0.01	0.0113238
7490	2191084	0.024	0.0112559
7491	2191147	0.376	0.00936547
7492	2191218	0.13	0.00935824
7493	2191314	0.002	0.0107136
7494	2191365	0.02	0.0106566
7495	2191688	0.004	0.0109634
7496	2192114	0.018	0.0107696
7497	2192189	0.006	0.0108289
7498	2192241	0.764	0.0100594
7499	2192519	0.012	0.0100362
7500	2192531	0.002	0.0101421
7501	2192552	0.002	0.0101989
7502	2192648	0.024	0.0101799
7503	2192765	0.764	0.0102524
7504	2193016	0.01	0.0106327
7505	2193106	0.012	0.0107068
7506	2194465	0.016	0.0106993
7507	2194639	0.024	0.0110638
7508	2194644	0.02	0.0107981
7509	2194879	0.002	0.0110539
7510	2194882	0.002	0.0110746
7511	2194912	0.038	0.0107638
7512	2195148	0.024	0.0112688
7513	2195167	0.002	0.0117381
7514	2195602	0.068	0.0111125
7515	2195715	0.016	0.0115119
7516	2195755	0.096	0.0110451
7517	2196364	0.004	0.0110643
7518	2196528	0.016	0.0109253
7519	2196574	0.012	0.0109692
7520	2196879	0.266	0.00983065
7521	2197202	0.902	0.0104896
7522	2197581	0.096	0.0104931
7523	2197665	0.096	0.0104931
7524	2198118	0.002	0.0105229
7525	2198304	0.002	0.0105315
7526	2198462	0.01	0.0104044
7527	2198498	0.026	0.010315
7528	2198553	0.002	0.0103526
7529	2198699	0.506	0.00977405
7530	2198759	0.096	0.0096974
7531	2198934	0.002	0.00980136
7532	2198960	0.002	0.00979548
7533	2199035	0.012	0.00967165
7534	2199195	0.494	0.0097011
7535	2199401	0.008	0.00986405
7536	2200019	0.326	0.00954942
7537	2200354	0.398	0.00971874
7538	2200382	0.398	0.00971874
7539	2200664	0.012	0.0108717
7540	2200794	0.17	0.0101622
7541	2200860	0.002	0.01097
7542	2201508	0.118	0.00992231
7543	2201548	0.008	0.0117695
7544	2201685	0.06	0.0116624
7545	2202120	0.002	0.0118686
7546	2202180	0.014	0.0117991
7547	2202778	0.004	0.0119027
7548	2202917	0.34	0.0109833
7549	2203144	0.128	0.010541
7550	2203490	0.002	0.0108197
7551	2203546	0.03	0.0107942
7552	2203570	0.004	0.0108161
